id;seo_title;seo_description;keywords;title;slug;price;price_title;image_path;image_alt;image_title;category_id;Марка;Тип;НТД;Материал;"описание ";Размер;"Способ производства";description;ОКПД;Артикул;"Тип поверхности";"Способ применения"
4017,"Купить Лента нержавеющая 08Х17Н5М3 0,1 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 08Х17Н5М3 0,1 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 08х17н5м3 0,1 мм в [[!+cf.name_rp]], лента нержавеющая 08х17н5м3 0,1 мм купить, лента нержавеющая 08х17н5м3 0,1 мм цена, лента нержавеющая 08х17н5м3 0,1 мм со склада, лента нержавеющая 08х17н5м3 0,1 мм от производителя, лента нержавеющая 08х17н5м3 0,1 мм","Лента нержавеющая 08Х17Н5М3 0,1 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-08x17n5m3-01-mm,4225,"От 4225 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 08Х17Н5М3 0,1 мм","Лента нержавеющая 08Х17Н5М3 0,1 мм","Лента нержавеющая",08Х17Н5М3,Монтажная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 08Х17Н5М3 0,1 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.1,Холоднокатаная,,,,,
4018,"Купить Лента нержавеющая 03Х16Н15М3 3 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 03Х16Н15М3 3 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 03х16н15м3 3 мм в [[!+cf.name_rp]], лента нержавеющая 03х16н15м3 3 мм купить, лента нержавеющая 03х16н15м3 3 мм цена, лента нержавеющая 03х16н15м3 3 мм со склада, лента нержавеющая 03х16н15м3 3 мм от производителя, лента нержавеющая 03х16н15м3 3 мм","Лента нержавеющая 03Х16Н15М3 3 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-03x16n15m3-3-mm,1010,"От 1010 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 03Х16Н15М3 3 мм","Лента нержавеющая 03Х16Н15М3 3 мм","Лента нержавеющая",03Х16Н15М3,Пружинная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 03Х16Н15М3 3 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",3,Холоднокатаная,,,,,
4019,"Купить Лента нержавеющая AISI 304L 2 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 304L 2 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 304l 2 мм в [[!+cf.name_rp]], лента нержавеющая aisi 304l 2 мм купить, лента нержавеющая aisi 304l 2 мм цена, лента нержавеющая aisi 304l 2 мм со склада, лента нержавеющая aisi 304l 2 мм от производителя, лента нержавеющая aisi 304l 2 мм","Лента нержавеющая AISI 304L 2 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-304l-2-mm,4290,"От 4290 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 304L 2 мм","Лента нержавеющая AISI 304L 2 мм","Лента нержавеющая","AISI 304L",Конвейерная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 304L 2 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",2,Холоднокатаная,,,,,
4020,"Купить Лента нержавеющая ЭИ878 50 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая ЭИ878 50 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая эи878 50 мм в [[!+cf.name_rp]], лента нержавеющая эи878 50 мм купить, лента нержавеющая эи878 50 мм цена, лента нержавеющая эи878 50 мм со склада, лента нержавеющая эи878 50 мм от производителя, лента нержавеющая эи878 50 мм","Лента нержавеющая ЭИ878 50 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-ei878-50-mm,1010,"От 1010 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая ЭИ878 50 мм","Лента нержавеющая ЭИ878 50 мм","Лента нержавеющая",ЭИ878,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая ЭИ878 50 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",50,Холоднокатаная,,,,,
4021,"Купить Лента нержавеющая AISI 304 2,9 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 304 2,9 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 304 2,9 мм в [[!+cf.name_rp]], лента нержавеющая aisi 304 2,9 мм купить, лента нержавеющая aisi 304 2,9 мм цена, лента нержавеющая aisi 304 2,9 мм со склада, лента нержавеющая aisi 304 2,9 мм от производителя, лента нержавеющая aisi 304 2,9 мм","Лента нержавеющая AISI 304 2,9 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-304-29-mm,4290,"От 4290 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 304 2,9 мм","Лента нержавеющая AISI 304 2,9 мм","Лента нержавеющая","AISI 304",Крепежная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 304 2,9 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",2.9,Холоднокатаная,,,,,
4022,"Купить Лента нержавеющая ЭИ878 321 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая ЭИ878 321 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая эи878 321 мм в [[!+cf.name_rp]], лента нержавеющая эи878 321 мм купить, лента нержавеющая эи878 321 мм цена, лента нержавеющая эи878 321 мм со склада, лента нержавеющая эи878 321 мм от производителя, лента нержавеющая эи878 321 мм","Лента нержавеющая ЭИ878 321 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-ei878-321-mm,1010,"От 1010 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая ЭИ878 321 мм","Лента нержавеющая ЭИ878 321 мм","Лента нержавеющая",ЭИ878,Конвейерная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая ЭИ878 321 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",321,Холоднокатаная,,,,,
4023,"Купить Лента нержавеющая AISI 420 1 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 420 1 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 420 1 мм в [[!+cf.name_rp]], лента нержавеющая aisi 420 1 мм купить, лента нержавеющая aisi 420 1 мм цена, лента нержавеющая aisi 420 1 мм со склада, лента нержавеющая aisi 420 1 мм от производителя, лента нержавеющая aisi 420 1 мм","Лента нержавеющая AISI 420 1 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-420-1-mm,4980,"От 4980 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 420 1 мм","Лента нержавеющая AISI 420 1 мм","Лента нержавеющая","AISI 420",Крепежная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 420 1 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",1,Холоднокатаная,,,,,
4024,"Купить Лента нержавеющая AISI 202 2,9 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая AISI 202 2,9 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая aisi 202 2,9 мм в [[!+cf.name_rp]], лента нержавеющая aisi 202 2,9 мм купить, лента нержавеющая aisi 202 2,9 мм цена, лента нержавеющая aisi 202 2,9 мм со склада, лента нержавеющая aisi 202 2,9 мм от производителя, лента нержавеющая aisi 202 2,9 мм","Лента нержавеющая AISI 202 2,9 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-aisi-202-29-mm,3870,"От 3870 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая AISI 202 2,9 мм","Лента нержавеющая AISI 202 2,9 мм","Лента нержавеющая","AISI 202",Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая AISI 202 2,9 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",2.9,Холоднокатаная,,,,,
4025,"Купить Лента нержавеющая ЭИ878 0,03 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая ЭИ878 0,03 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая эи878 0,03 мм в [[!+cf.name_rp]], лента нержавеющая эи878 0,03 мм купить, лента нержавеющая эи878 0,03 мм цена, лента нержавеющая эи878 0,03 мм со склада, лента нержавеющая эи878 0,03 мм от производителя, лента нержавеющая эи878 0,03 мм","Лента нержавеющая ЭИ878 0,03 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-ei878-003-mm,1010,"От 1010 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая ЭИ878 0,03 мм","Лента нержавеющая ЭИ878 0,03 мм","Лента нержавеющая",ЭИ878,Упаковочная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая ЭИ878 0,03 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",0.03,Холоднокатаная,,,,,
4026,"Купить Лента нержавеющая 12Х17Г9АН4 12 мм в [[!+cf.name_rp]] ⭐ — ООО ФАТОМ","Купить Лента нержавеющая 12Х17Г9АН4 12 мм в [[!+cf.name_rp]] по выгодной цене. ООО ФАТОМ - широкий сортамент металлопродукции поставщика.  Доставка, самовывоз с металлобазы. Склад в городе [[!+cf.name_ip]], скидка на доставку 15%. ☎ Звоните: 8 (861) 206-29-91 !",", лента нержавеющая 12х17г9ан4 12 мм в [[!+cf.name_rp]], лента нержавеющая 12х17г9ан4 12 мм купить, лента нержавеющая 12х17г9ан4 12 мм цена, лента нержавеющая 12х17г9ан4 12 мм со склада, лента нержавеющая 12х17г9ан4 12 мм от производителя, лента нержавеющая 12х17г9ан4 12 мм","Лента нержавеющая 12Х17Г9АН4 12 мм в [[!+cf.name_rp]]",lenta-nerzaveiushhaia-12x17g9an4-12-mm,1010,"От 1010 руб.",https://krasnodar.snabtechmet.ru/media/uploads/images/load/Lenta-nerzhaveyushchaya.png,"Лента нержавеющая 12Х17Г9АН4 12 мм","Лента нержавеющая 12Х17Г9АН4 12 мм","Лента нержавеющая",12Х17Г9АН4,Конвейерная,"ГОСТ 4986-79",Стальная,"Лента нержавеющая 12Х17Г9АН4 12 мм – это металилческий объект, имеющий прямоугольную или квадратную форму сечения. Имеет высокую пластичность и гибкость, наряду с высокой прочностью и износоустойчиовстью.",12,Холоднокатаная,,,,,
